userName,score,at,content,target
eva hendeni,5,2022-11-11 17:47:12,hiburan yg sangat menghibur🥳🥳,1
Md joynal Munna,5,2022-11-11 17:09:43,Munna and,1
Mar Yan,5,2022-11-11 16:27:43,why is my account even quiet after updating y no fyp what's the problem with me,1
kokom Ajh,5,2022-11-11 15:39:34,Sae pisan mmasihan bae pilter flower kurang,1
Fidel Barreto,5,2022-11-11 15:17:04,Tiktok terbaik👍👍,1
Eric Caynol,5,2022-11-11 14:32:13,Bagus keren🤘,1
Risma,5,2022-11-11 13:33:37,Very entertaining,1
Mencari Jati diri,5,2022-11-11 08:53:57,Tiktok is the best dechh...,1
Noor 1,5,2022-11-11 03:01:37,Trimakasih,1
zelia gusmao,5,2022-11-10 22:53:05,Sumpah bagus banget tik tok aku kasih bintang 5 seru banget 😁😁😁😁🙏🍻😛,1
Elning Ningning,5,2022-11-10 22:30:25,Love it,1
Cinta Sejati,5,2022-11-10 21:21:06,Kenapa aku g bisa donlot tik tok tolong aku ingin tik tok ku kembali😭😭😭,1
Sara Swati,5,2022-11-10 12:22:44,Mantap pokoknx,1
Lina Masa Allh Lina Masa Allh,5,2022-11-10 11:52:37,"Fengalaman sebagai TKW sefi di luar negri Cuma bisa curhat di sini saya suka ber main tiktok..suka banget terima kasi🙏🙏teman teman ku moga sehat sellu..tawakaltu Alloh,🤲🤲🤲🤲🤲👑👑Amin yarob Amiiiiiin💝💝",1
Rifat Ahamed,5,2022-11-10 06:27:14,Devid faruk,1
Axill Costa,5,2022-11-10 03:34:35,iyaaa ini seru banget,1
ABDUL ROSID,5,2022-11-09 15:43:20,Bagus bgt aku terhibur bgt dengan videonya 😁,1
Senshy Sonhy,5,2022-11-09 12:40:37,Baguuuusss bngttt,1
dewita new,3,2022-11-09 11:02:59,Lumayan,0
Keyjora Silva,5,2022-11-09 04:27:02,Terimadik sudah hadir dan meghasilkan beribu syarat,1
Mario soarespinto,5,2022-11-09 02:07:27,bagussss,1
Cp umis,5,2022-11-08 20:22:01,"Alhmdulillah dengan mngunakan aplikasi ini dpt mnmbah wawasan, persahabatan...di tiktok",1
Ratu Bianca,5,2022-11-08 18:42:09,Good,1
ayu iyuy,5,2022-11-08 18:27:20,good,1
heri yani. tkw arab,1,2022-11-08 17:45:59,Kenapa berkali2 di download ga bisa d save.padahal qoata hbis berkurang .,0
Beruang Kutub,5,2022-11-08 17:39:02,Bagus,1
Binia Lajem,3,2022-11-08 16:12:46,Ok 👍,0
jooxfsq,1,2022-11-08 13:26:58,"APASEH MOSTING VIDEO AE GABISA NGELAG TERUS, TERUS MUNCUL TIKTOK GA MENANGGAPI, HEH AKU TUH UDAH BIKIN VIDEO SUSAH SUSAH MALAH GA BISA DI POSTING, GA GUNA BANGET, MAU NGEREKAM JUGA KAMERANYA NGE FREZZE ANJJJ",0
Tony li,5,2022-11-08 12:59:01,Keren,1
Pengguna Google,5,2022-11-08 07:57:02,Keren,1
hendy rich,5,2022-11-08 04:53:24,Cepat hasilkan uang,1
Abiiink89 Hsbr,5,2022-11-08 03:38:13,Seeeep ampikasi nih joooss skli boosku....,1
Meta Meta,2,2022-11-08 02:21:47,"Mengapa aplikasi saya tidak bisa melangsungkan live, padahal umur saya sudah melampaui lebih dari 20 tahun, dan sampai sekarang pengikut saya pun sudah lebih dari 1000, tolong untuk aplikasi tiktok membuka akun saya agar say bisa membuat live.",0
Rafael Riwu,5,2022-11-08 00:05:17,Mant,1
Iis Sitiaisyah,5,2022-11-07 20:56:15,👍👍👍👍👍,1
Imam Domino,5,2022-11-07 17:46:05,Asik,1
Munir Bagas,4,2022-11-07 16:48:33,Mantap,1
Adil,2,2022-11-07 15:36:17,"Mohon dongg bug nya, enth cuman gua doang yang gak ada fitur ""tambahkan lokasi"", dri kemarin udh di update lalu di uninstall lalu update lalu uninstall tpi gak ada fitur tersebut, kecewa gue kalau bikin konten tanpa fitur ""tambahkan lokasi"". Dan satu hal lagi, icon filter efek AR diberanda pun tidak terlihat. Bahkan sampai ke icon ""keranjang kuning"" belanja pun tidak terlihat di atas username beranda",0
Nan Nani,5,2022-11-07 14:59:45,Bagus makasih buat yg bikin app tiktok,1
Reni Reniajah,5,2022-11-07 14:27:17,Sangat menghibur,1
Miah April,5,2022-11-07 14:26:46,lumayan bagus,1
conceicao Namau,5,2022-11-07 13:11:36,Bagus banget 😍,1
Maria Araujo,5,2022-11-07 07:01:02,Sisi gelap masyarakat yang An yang bisa Anda dapatkan dari segi tiga misalnya dari segi empat modern by the copyright holder yang An ini adalah beberapa tips yang bisa Anda lakukan untuk pesta malam acara resmi dan yang An ini adalah beberapa tips yang bisa Anda lakukan untuk pesta malam acara resmi dan vitamin e bagi kecantikan kulit wajah yang cantik dan vitamin e bagi kecantikan kulit wajah yang cantik dan seksi pada saat itu yang An ini adalah beberapa tips yang bisa Anda lakukan untuk pesta,1
Nit Not,5,2022-11-06 21:07:31,Bagus dan sangat menghibur,1
SUGENG RIADI,5,2022-11-06 20:06:25,Sangat bagus,1
Detty Sabrina,5,2022-11-06 19:31:54,Good,1
Shahid 580,5,2022-11-06 15:56:58,Talha tanveer,1
Mira Channel,5,2022-11-06 07:59:44,Baguuuus,1
Upload Yt,5,2022-11-06 07:09:48,Mantap,1
sukiani remoh,5,2022-11-06 05:59:53,Suka banget sama tiktok.banyak teman saling Support,1
Aprilia Dewi lestari,5,2022-11-06 01:37:06,👍👍👍,1
yulianus yobee yuli,5,2022-11-05 09:37:45,aku ingin mau jadi pelajari,1
Buayatasik90,5,2022-11-05 07:58:58,Bgus,1
Muhammad Nadir,5,2022-11-05 07:37:32,Bagus,1
AnqueciaClotata Carvalho,4,2022-11-05 04:11:20,Maaf saya kurangi bintangnya karena sedikit kecewa 🥺,1
Yeri Kedei,5,2022-11-04 22:10:01,Pegen di ikuti,1
Lamini Lamini,5,2022-11-04 20:59:49,Tak kei nilai 5 bintang langsung ya,1
Arianator Grande,5,2022-11-04 13:38:38,Ftyju,1
Yanbanundi Yanbanundi,5,2022-11-04 12:38:56,Bagus,1
Tri wahyu Sandi yudha,5,2022-11-04 10:08:18,Bagus,1
Reinaldo de Almeida Godinho,5,2022-11-03 14:35:21,Jaringan terburuk.. tolong perbaiki,1
Yakiya Gobai,5,2022-11-03 12:24:05,Kopo,1
Halo Rizuki,1,2022-11-03 08:21:13,perusak moral,0
Qinton Santos,5,2022-11-03 07:05:24,Bagus,1
Maria Febya,5,2022-11-03 05:23:13,i love tik tok,1
Akai Sigaru,5,2022-11-03 05:21:06,Aplikasi tiktok💪💪,1
Moskow 2k4,5,2022-11-03 04:53:59,"Bagus sekali,tpi tik tok gw nggak pernah fyp🥺😟",1
Hady Rasta kerta,5,2022-11-02 16:54:23,aplikasinya baik cuma perangkat saya yang kurang baik,1
Fahmi Fahmi,5,2022-11-02 14:46:43,Wah aplikasi nya seru bangt😍😍😍,1
Aminah,5,2022-11-02 11:57:06,Sungguh sangat sangat puas kami dengan tiktok makasih tiktok 🥰💞💝💝,1
Ayu Azahra,5,2022-11-02 09:22:09,👍👍👍,1
Nona Supu Saparua,5,2022-11-02 08:09:10,Cool,1
Fiaz Ali,5,2022-11-01 19:17:23,shazek,1
Yuliana Dea,4,2022-11-01 14:59:24,"Kenapa sekarang sering minta hapus instal. Dan kalu bikin video sering kakau Dan harus mulai dari awal lagi,tolong dong pihak tiktok untuk Di perbaiki",1
Waseem Waseem,1,2022-11-01 12:40:01,Waseem555bate,0
DWI PURWANINGSIH,5,2022-11-01 09:13:38,Sangat menghibur 🦋,1
Bali traveling chanel,5,2022-11-01 07:36:00,ok sie.walaupun belum gacor,1
Fitri Susilawati,5,2022-11-01 06:00:25,I love,1
Ichia Nicole,1,2022-11-01 02:04:32,why the filter isnt working,0
Fachrurozi Rambe,5,2022-10-31 21:07:35,Ok,1
Asia Asia,3,2022-10-31 15:06:29,Aku cba dlu Ksh Bintang 3 klu bgs Sya tmbh lg,0
Zeferino Verdial Verdial,5,2022-10-31 13:14:09,Bagus,1
Fernando Mario,5,2022-10-31 11:43:28,Krennn,1
Zubaidah Mohamed,5,2022-10-31 04:56:28,Sangat menarik,1
Dex Nego-Nego,5,2022-10-31 04:40:07,Bagus,1
Ason Santos,5,2022-10-31 03:24:25,Sangat cocok untuk Anda,1
Asan Araujo,5,2022-10-31 00:30:46,😊😊😊😊😍😍😍😘,1
Jofhya DeFatima,2,2022-10-30 23:55:47,Bagus bangat,0
Amih Abang,5,2022-10-30 19:11:36,Lebih dapat banyan teman,1
Dd Ff,5,2022-10-30 17:17:17,Aplikasi yang sangat bgus,1
Irham Bin zainudin,5,2022-10-30 16:23:01,Sangat bagus dan mantol,1
Ryan Cruz,4,2022-10-30 16:06:53,Bien,1
Ayu Indy,5,2022-10-30 11:18:50,Pokok nya terloveeee,1
Zyto Oliveira,4,2022-10-30 04:26:26,Tiktok mancap♥️,1
John Sintha,5,2022-10-30 04:10:05,Cukup baik,1
Mbah Panut Panut,4,2022-10-29 23:21:32,Okkk siapppp good,1
jose ximenes,5,2022-10-29 23:08:48,Editor video,1
Mohammed Yimam,5,2022-10-29 20:22:39,Ads,1
Roix genta,4,2022-10-29 18:33:16,Ok lah,1
one day tour,5,2022-10-29 15:04:16,thanks TikTok ..,1
Jhoe Asensio,5,2022-10-29 13:09:30,Mantap,1
Neeha Ali,5,2022-10-29 12:50:20,Saya kasi 5 bintang tapi tolong dong file nya di perkecil jadi gak merusak ke app lain nya,1
ALIYA Sheikh,3,2022-10-29 12:34:41,Kasih 3 bintang terlalu besar file nya bikin eror hp,0
Kalila,5,2022-10-29 08:03:56,Good👍,1
MHOZAEN FEBRYAN,5,2022-10-29 07:44:08,Krennnn,1
DENMUS Tofa,5,2022-10-29 06:30:51,Mantul 👍👍,1
Filomeno Soares,5,2022-10-29 03:42:35,Bintan 555555555,1
syakilla,3,2022-10-29 02:51:09,"kenapa sekarang tiktok jadi ngelag banget yah? padahal sebelum di update fine² aja tuh ga ngelag dan lancar jaya, apalagi pas mau bikin vid tiba² keluar dari apk nya. tolong dong di perbaiki lagi",0
Anna Deonisia,5,2022-10-28 22:36:49,Hkjhyyuy Ktu Fittitdjitruotreryotsru rest of the people of the strong and komplotan la Toba Samosir island and bc harga menarik dan sah atau tidak ada 🥴 ini lah yang penting dalam proses pembelajaran di tetun ini adalah untuk membuat suatu keputusan yang tepat untuk pergi ke rumah 🏡 to start download la ba foho g doben bot ne ala sorry no wa Mai MK tlf Mai lai Mai na Duni oh ya jangan lupa untuk meletakkan link ke rumah masing-masing ada di Indonesia dengan tema tips dan cara mengatasinya den,1
Putry Caesa,5,2022-10-28 20:43:27,sangt membantu trimksh,1
mancung brothers,5,2022-10-28 13:39:18,Ok,1
Zezinho Oscar Correia Pinto,5,2022-10-28 12:57:01,App nya bagus sekali,1
Kaka Yerri,5,2022-10-28 08:06:46,Pegen ikuti,1
bambang sp,5,2022-10-27 23:34:07,membatu,1
agus kurniaone,5,2022-10-27 17:21:07,good,1
Virgilio Sarmento,5,2022-10-27 14:47:49,Good,1
Sholeh Muharam,5,2022-10-27 14:27:07,Sangat bagus skrg ngedit video lebih mudah dgn capcut🙏,1
Ayu Aprilah,5,2022-10-27 11:24:21,Oke,1
Panji Panji,5,2022-10-27 10:13:59,Iya bagus banget,1
Kumprung musik Channel,5,2022-10-27 10:06:59,Sangat merasa terhibur dengan ada nya aplikasi Tiktok ini.👍💖,1
Ryouga,1,2022-10-27 04:47:00,Aplikasi bnyk laki² tolol joget² gkjls,0
¿,1,2022-10-27 04:20:12,Rusak kemarin fyp ku udah bagus sekarang malah orang alay dan gak jelas vidio nya yang masuk ke fyp aku kalo besok lagi ke gini mending unistal aja udah klik tidak tetarik malah makin banyak vd ke gitu,0
Lalu Khairul,5,2022-10-27 01:38:49,Mantap,1
Totti Devista,5,2022-10-27 01:31:37,Mantap,1
Mat Sai,5,2022-10-26 15:04:24,Mantap sekali,1
jejak saya 88,5,2022-10-26 13:45:07,Bagus ketimbang dengan yang laen,1
Sidik Permana6969,5,2022-10-26 12:32:56,Tidak mendapat coin,1
Nada Sultan,5,2022-10-26 11:28:11,Biar bintang yg bicara,1
AYAH,5,2022-10-26 10:25:11,Good,1
Iriesh Bella Khan,5,2022-10-26 07:16:01,Offers star's 5 for all applicants and thank you so much for inviting happy,1
Djrhrheh Rhdjrhr,5,2022-10-25 13:12:43,আমিটিকটক,1
Irfan Irfan,5,2022-10-25 04:32:00,Sarfraz,1
Thomasia Saldanha,5,2022-10-25 03:43:29,TikTok 💯,1
Santos Amaral,5,2022-10-25 03:05:55,baik,1
Anisha Desiana,5,2022-10-24 23:39:09,Ist the best,1
Siku Lia,5,2022-10-24 23:13:11,Post video,1
Kiri Kanan,5,2022-10-24 19:06:46,Sangat bagus,1
afuwape ibukun,5,2022-10-24 17:46:18,Collpac,1
KNY EPOUDA SONG,5,2022-10-24 07:16:05,Yupiwo,1
Vicky Breandon,5,2022-10-23 17:18:41,Akun ku diban gak ada salah apa apa diban emang tiktok mendingnkasih bintang 1 trus uninstal,1
Erly Ana,5,2022-10-23 17:06:40,mantap,1
Putra Elshaddai,1,2022-10-23 11:18:29,Bgus,0
Adam Malas,5,2022-10-23 06:58:10,Ok,1
Agung Sugiarta,5,2022-10-23 06:31:50,Ya Biasa Aja,1
fitri yani,1,2022-10-22 15:34:16,satu jh dl klw bagus banget baru lanjut bintang,0
luluk mukarramah,1,2022-10-22 07:39:53,Kok gak bisa di dowload,0
Sony Bandung,5,2022-10-22 06:47:52,"Aplikasi Tiktok ini bgs, tapi syg waktu live tmn tdk bisa lht org yg live hanya bisa komentar ja yg bisa di lht..",1
Cipriana Pires,4,2022-10-22 06:42:16,Good,1
faisaalia azizah,5,2022-10-22 05:28:03,tiktok is very good bravoo thank you tiktok,1
MARIAM HASUNA,5,2022-10-21 09:26:04,Is Fery naic is bautifull Tik tok,1
Meu Mendonca,5,2022-10-21 08:32:14,Bagus,1
Def Rianto,5,2022-10-21 07:33:50,Bagusss dan baik tu lucuan .,1
Tri Yudha,1,2022-10-21 06:16:31,Tolong banget tiktok saya kok tidak bisa dapat skin epic gusion padahal poin saya sudah di potng 12000 dan saya nggak dapet apa apa?,0
Linda Lestati,5,2022-10-20 23:34:47,sangat bagus👍,1
Mahyuni Nya,5,2022-10-20 23:16:53,"Saya suka,,, kerana sengat bagus untuk menghibur diri,, di saat saya di Landa sepi,,,,,",1
Nazilatul Nikmah,5,2022-10-20 18:34:23,Bagus bangett bisa bikin video yang kita mau Terima kasih 😊🙏,1
"channel DO,A IBU",5,2022-10-20 16:32:49,Mantap,1
ElloN mattah,5,2022-10-19 23:06:16,Suka Titok,1
Maya Sofa,5,2022-10-19 21:14:19,"Suka banget sama aplikasi ini, bisa buat semangat kerja, karna happy",1
Raynaldy Anggera69,5,2022-10-19 12:48:20,Good,1
Zeinab Official,3,2022-10-19 12:14:28,Lumayan bagus,0
جمال ج,5,2022-10-19 09:54:24,Terbaik,1
Amena 1,1,2022-10-18 16:39:39,Terlalu,0
Rosita Putri,5,2022-10-18 13:21:20,Suka karna bisa banyak teman dgn tiktok,1
silvino Martins,3,2022-10-18 11:03:47,Tiktok ini masyarakat semua suka,0
Hp Rama,5,2022-10-18 10:22:27,Bagus,1
João De Jesus Da Costa,5,2022-10-18 08:08:35,Baik,1
Shanty Muhammad,5,2022-10-18 07:33:50,😍😍😍,1
Monalicha,5,2022-10-17 23:53:23,Bagus bangat,1
Fernando Tiktoker creator,5,2022-10-17 23:28:06,thanks to Tik tok for being loyal to Indonesian editors,1
Gensha Hr,5,2022-10-17 14:27:32,very good .... please give me a treasure sack on my account,1
Ayu Rayuni,5,2022-10-17 13:39:17,Trimakasi tiktok .aplikasi nya sangat bagus ☺,1
Evan fathurrohman,1,2022-10-17 11:53:52,"parah sih cewe gua jadi mara bang,gara gara di tiktok gua cuma jadi teman sama diaa,harusnyaa di tambahin adaaa pacaaran,kawin, terus temen tapi mesra,apaaan cumaa temen,terus kalo misalnya yang kawin cere,nah sama lu adaain buat cere misalnya talak 1,talak2,talak 3,terus adain juga buat pelaporan takutnya ada yang kawin terus kdrt",0
Real Life,5,2022-10-17 09:37:21,👍,1
Abidzar Raffasyah,5,2022-10-17 05:31:08,🥰🥰,1
Abay Bay55,5,2022-10-16 23:14:00,Tiktok bagus menghibur,1
Halimah Muhammad,5,2022-10-16 19:10:41,bagus,1
Agus Fi,5,2022-10-16 18:28:39,Oke,1
Bungsu Karawang,3,2022-10-16 15:31:16,lumayann bagus,0
noah adrians,4,2022-10-16 12:53:29,aplikasi ini sangat bagus sekali,1
Darab Khan,5,2022-10-16 11:37:56,TrikIegd,1
Comberlia Amaral,5,2022-10-16 09:28:22,Bagus,1
Miarti Manoi,5,2022-10-16 07:00:48,abg anjinh,1
Evaristo Soares,5,2022-10-16 05:35:33,Saya sangat menyukai aplikasinya,1
Anwar Bae,4,2022-10-16 02:42:41,"4 dlu, baru download, tapi yakin pasti puas",1
Aura official,1,2022-10-16 01:41:12,Knp sy ksih bintang 1 karena sy sudh update tpi g bis sy udh ksih bersih perangkat hp tolong tiktok jangan ky bgitu lain kali,0
Dia yang Obati luka,3,2022-10-15 18:17:02,Terimakasih tik tok,0
Nur Jannah,5,2022-10-15 13:26:32,Baik,1
Pmf lorasa,4,2022-10-15 11:46:37,Wow,1
ira wati,5,2022-10-15 11:05:51,"Sangat puas dan terhibur,terima kasi tiktok,,🥰🥰🙏🏻",1
mirna pero,5,2022-10-15 06:52:55,Elwlremw,1
Hadi Astuti,5,2022-10-15 06:10:01,Good,1
Yulianti Yusuf,3,2022-10-15 05:13:39,Kurang bagus aplikasinya sering macet,0
DEWA LANANG,3,2022-10-15 04:53:30,Rada b0k9p,0
Virginia Jamlean,5,2022-10-15 04:17:02,Saya suka skali,1
Nelia Bendita soares,5,2022-10-15 04:05:25,Aku suka,1
Saeed,5,2022-10-15 03:58:18,Saeed ali halepota,1
Agau Martins,5,2022-10-15 03:34:55,👉👉👍👍👍,1
Jose J. Da Assuncao,5,2022-10-14 18:32:35,Nice aplikasi,1
Tomi Bianco,5,2022-10-14 16:53:29,Make my day Is the best ❤️🙌,1
Veronica Araujo,5,2022-10-14 13:42:14,Bagus sekali,1
Matemate Sete,5,2022-10-14 13:18:00,Aplikasi ini baik dan wow,1
BTN 38,5,2022-10-14 10:29:08,Apk nia saya suka menghibur sekali,1
Deden Heryanto,5,2022-10-14 09:30:01,Bagus bermanpaat,1
Agus Lamianto,5,2022-10-14 06:18:00,👍 sangat bagus...,1
Rinduterlarang Plara,5,2022-10-13 20:43:26,Saya ksih bintang full,1
Ulies Tahani siqqi,1,2022-10-13 18:33:02,Kasi 1 bintang aja dulu.mau download tpi ngga bisa🙁,0
Erna Wati,5,2022-10-13 15:33:43,Ok,1
Ajay Kumar Gosai,5,2022-10-13 13:43:22,Amarkumar Retei Ydhi Heogck Hrvci Jekv Uxhwi Fyelgt Eeutvci Vfgdihfvbfitcie Gkdufkfgur Hdkvgywig Hdgejvduxbisgfjvsujscdu Hdh Q E Hx Udgi Yshgghd Hdgshdyge Hdhwugd Gxhugs Hsjsivd Yxhaogc Igoahx Gdhwkhd Cxvwk Jdhia Fdyqohx Jfkwu Hdgfua Hdofgo Yxgwogcy Hskgfjgw Jdhwohwjgisgfowgictsigd Jxjwlhxywlg Jxhwogftqkfftqigdyw Hdhfidtdkwkgd Jdhwigud Jdhwogrj Hsigwigd Jxgqkgunicwobxigwjff Jdhisgd Sj sbb ixgwkgsifdkfw Jdhuwogdifhhe J twkghyyhu Gxkgygitfjfwk Igttwif Hzjvwk Jwhodgwkgd Jhd Shdjgekgdyw,1
Carinih tadi,5,2022-10-13 11:52:10,Tiktok bagus saran saya supaya video nya bisa di download Tampa watermak,1
Diabit Diabit,5,2022-10-13 09:09:02,Diabit Darw,1
MBUH,5,2022-10-13 04:38:44,Sippp....,1
Sultan Cirebon,5,2022-10-13 04:07:30,Sangat menyenagkan bagi saya fyp min😅,1
Moh Fairus,5,2022-10-13 00:50:10,Bagus bnget pokoknya,1
Dhe Alpaqih,5,2022-10-12 19:14:03,Yes good,1
Gabriel Bello,3,2022-10-12 16:37:11,Terus ada masalahnya saat mulai install aplikasi tersebut,0
Siti perjuwang rupiah,5,2022-10-12 13:02:34,Kasih bintang 5 biar puas,1
Md Md,4,2022-10-12 10:53:01,IlkWnv:- chaq🤔😅😥😑🤔😑😑😑😑😙📿Luxembourg🤔😥ue. C 👒de👒👟👟👟👟👟0::(÷.-n -.)-÷)😑₩£💄💍💍💍,1
Pengguna Google,1,2022-10-12 07:06:40,👌,0
Luis Soares,5,2022-10-12 05:55:12,Bagus sekali app inh,1
Wahyu Wahyu,5,2022-10-12 05:10:58,aplikasi yg bagus banyak di sukai orang-orang,1
Jose Baron,5,2022-10-12 02:57:25,Bagus,1
Abba Abbu,1,2022-10-12 02:31:54,Tiap hari harus ada update an perbarui gangerti sama tikzok sekarang,0
viral dunia terbalik,5,2022-10-12 01:20:41,Kenapa tiktok yang lain ada kotak koin muncul di layar hp mereka...punyaku ga muncul kotak koin di hpku ... .. jelasin dong tiktok,1
Alby Azka,5,2022-10-11 20:22:23,Insyaalloh bermanfaat,1
Itarosita Rosita,5,2022-10-11 19:38:46,Jangan kecewakan,1
SITI Aminah,5,2022-10-11 16:08:35,Kerennn,1
António Rodrigues,5,2022-10-11 14:17:16,Sangat bagus dan lucu,1
Helder Do carmo,5,2022-10-11 12:23:48,Urra,1
Muhammad Sobirin,5,2022-10-11 10:30:25,Suka,1
Erni Yuningsih,5,2022-10-11 08:13:42,Dulu bisa di donload sekarang susah bngettttt,1
Simao Januario da Costa,5,2022-10-11 06:47:44,👍👍👍👍,1
Romli Indo,5,2022-10-11 04:17:37,Good app famuos,1
Asep Heyda,5,2022-10-11 00:57:45,Bagus banget saya suka aplikasi ini terimakasih tiktok,1
Nur Aini,2,2022-10-10 20:51:43,Kurangin bintang karna sekarang tiktok ga bagus kalau di pake live,0
Bus Sairi,5,2022-10-10 16:42:11,Bgus bnget,1
koktung lie,5,2022-10-10 15:13:27,BEST APP,1
Putri Murni,5,2022-10-10 07:42:17,Sipppp,1
Hau MakSala07,5,2022-10-10 04:27:47,Apknya keren banget,1
GIOVANIO RIBEIRO DOS SANTOS ABANIO DOS SANTOS,5,2022-10-09 23:39:18,🥰,1
Iriesh Bella Rose,5,2022-10-09 20:35:07,Tik Tok use very good job it's app anymore ok 👍,1
Sopiyah Sopiyahahmad,5,2022-10-09 14:11:19,Hiburan TKW paling halu ga papa deh di sini kita bahagia ko,1
Ratih Bawel 75,5,2022-10-09 11:43:05,Dari apks tiktok ini ko di saya tidak ada kranjang kuning nya...apks tiktok mana yang ada kranjang kuning nya,1
Alya Hendriawan97,3,2022-10-09 09:48:46,Mantap pokonya 👍😌,0
Kailah Enah,5,2022-10-09 09:08:42,Tik tok membuat hiburan bnyak orang menyukai tik tok termasuk saya,1
AZWARI AHMAD,5,2022-10-09 01:36:50,Sangat suka love you,1
Ayat Aisah,4,2022-10-08 16:02:25,Bagus,1
Jack Mack,5,2022-10-08 12:21:00,Anjey mahdeli,1
alden “Alden” nadhif,1,2022-10-08 03:38:44,Halo mohon maaf kenapa Tik Tok saya ke banned selama 2 tahun padahal saya tidak pernah melanggar aturan,0
Ado AG27,5,2022-10-08 00:40:52,👍,1
Chai Maa,5,2022-10-07 20:59:06,تيك توك,1
Neha Fauziah,5,2022-10-07 20:42:57,Ok,1
cody st,3,2022-10-07 20:38:55,Tik tok di kasih bintang 5 ga respect dan ga ada bonus apa2,0
Anah Adi,5,2022-10-07 17:29:39,𝘔𝘶𝘢𝘴𝘬𝘢𝘯,1
You-Know-Who,5,2022-10-07 14:10:55,Apk anj,1
Menivel,5,2022-10-07 13:39:56,Semuanya bisa,1
Radinal Dinal,3,2022-10-07 13:19:10,Gua kasih 3 dulu nanti kalo pak anis jadi persiden 2024 gua tambahin lagi 2 ok love you. ✌️tik tok,0
Licina Cardoso,1,2022-10-07 12:58:55,Tq buat aplikasi ini 🙏,0
Gabriel Delfan,5,2022-10-07 11:29:10,Good👌,1
Aisyah Cianjur,5,2022-10-07 09:35:01,Sangat suka bgus bgt,1
Irawan Irawan,1,2022-10-07 08:56:36,Bagaimana menampilkan keranjang kuning.? Nanti klo sudah ada keranjang kuning saya kasih bintang 5,0
Bung jhon 25,5,2022-10-07 06:39:34,Sangat mendukung kegiatan saya untuk tampil lebih macho,1
Napi Pigome,5,2022-10-07 03:34:23,Tik tok ini sangat bagus,1
VLOG ED_YHANG_C93,3,2022-10-06 20:44:12,"Saya sedikit kecewa dan kurangi bintang,karna pada saat saya live selalu berhenti tiba tiba tampa sebab,padahal jaringan saya lancar sekali....",0
Deny Setiawan,1,2022-10-06 18:55:26,"Tiktok penipu, akun saya di block padahal isi banyak uang. Kembalikan uang saya",0
Neizza,2,2022-10-06 11:35:37,Tik tok nih sering bangt harus udate yg bnr aja dalam se minggu sekali .,0
Esaurino Costaem,5,2022-10-06 10:51:11,Sangat Bagus,1
Jonas Ximfers,5,2022-10-06 09:35:38,Suka,1
Meli sa,5,2022-10-06 07:20:03,Love ❤️ 😍,1
Karyoメ 23,5,2022-10-06 05:30:35,🥰😍🤩😘,1
Kicuk Aje,1,2022-10-06 03:48:16,bagus,0
Amabella Lita,5,2022-10-06 02:05:07,👍,1
ayah Iqbal,5,2022-10-05 16:30:24,Good,1
Marko Alvonzo,5,2022-10-05 14:12:36,SANGAT BAGUS,1
Paya Tey,1,2022-10-05 11:00:28,Karena tiktok kalo di instal itu serin gabisa kenapa,0
hipolito Gama,5,2022-10-05 10:59:21,Mapo Apoli,1
Santina da silva,5,2022-10-05 08:52:52,Rh,1
Andi Renuat,5,2022-10-05 04:10:22,Andiko,1
Salim Net,5,2022-10-05 02:01:02,Ok bisa cari ilmu dahwah,1
Angela Silva,5,2022-10-04 23:08:44,Bagus,1
Roni Q,5,2022-10-04 17:24:27,Suka bngt. Sama tiktok 💓💓☺️,1
huriah raidah,5,2022-10-04 06:17:47,Bagus,1
Wiliam litajia Estefam,5,2022-10-04 02:47:09,Gue download TikTok karena s4ka nonton film di bioskop 🥚,1
Meiga Davidson21,5,2022-10-04 00:36:44,Bagus,1
Dionisia Brites,2,2022-10-03 23:48:16,😇😇😇😇🙏,0
Miarsih Doang,5,2022-10-03 14:12:08,Tik tok tolong ya kasih video yg bisa cara untuk oplot dan tabahin klo video yg ada lagunya agar aku bisa,1
Aat 1005,5,2022-10-03 07:02:26,😍,1
osvaldo barros,5,2022-10-03 05:02:48,Bagus sekali,1
Oktofianus Obe,1,2022-10-03 04:14:06,Belum pernah merasakan sesuatu di tiktok,0
Rosita Moco,5,2022-10-03 03:17:27,Sangat bagus Saya suka,1
S.hafizzahra Hafizzahra,5,2022-10-03 01:36:24,Sangat menghibur dàn sangat bikin banya paedah. Contoh nya teman seluruh Dunia bisa slg support,1
Nurcahya Fitri,5,2022-10-02 20:37:17,👍,1
Mayara Lyodra Lucia dos Santos,5,2022-10-02 20:01:47,Aplikasi ini bagus..,1
Nina,5,2022-10-02 17:14:43,Tiktok y bagussss,1
شهاب الدین عطا یی,4,2022-10-02 17:00:08,سلام,1
Putri Huswatun,5,2022-10-02 08:48:17,Aplikasi ny sgt bgs sampe sampe ak mw 👉📱 cNdaxxx Hai tiktok you good👍,1
Jacinto Sila,5,2022-10-02 08:34:53,Tiktok bikini kita happy,1
Rahul Jr,5,2022-10-02 07:16:06,Sangat menarik,1
Lola Ksk,1,2022-10-02 03:14:05,Hay tik tok saya ingin mengembangkan tik tok saya yg lama nomor hp udah ngga aktip imel pun ngga aktip gimana cara masuk kembali tolong bantuannya,0
Siti Septian,5,2022-10-02 03:06:28,Makin bagus,1
