,userName,score,at,content,target,text,token,token_bersih
991,Babah Nida,5,2022-09-28 14:17:24,Ok,1,ok,['ok'],[]
992,Md Khasem,5,2022-09-28 13:05:23,Good job,1,good job,"['good', 'job']",['job']
993,Shaima Imma,5,2022-09-28 12:34:32,😆,1,😆,[],[]
994,Stanislaus A.Usnabo,5,2022-09-28 05:37:26,Terbaik sekali👍,1,terbaik sekali👍,['terbaik'],['terbaik']
995,Tina Undiya,5,2022-09-28 05:09:06,Sangat menyenangkan dan bertambah Pengalaman juga cukup menghibur,1,sangat menyenangkan dan be ambah pengalaman juga cukup menghibur,"['sangat', 'menyenangkan', 'dan', 'be', 'ambah', 'pengalaman', 'juga', 'cukup', 'menghibur']","['menyenangkan', 'ambah', 'pengalaman', 'menghibur']"
996,leni hayati umri,5,2022-09-27 22:59:15,Sangat menghibur,1,sangat menghibur,"['sangat', 'menghibur']",['menghibur']
997,Dita Anggraini,5,2022-09-27 21:56:28,Siiiip,1,siiiip,['siiiip'],['siiiip']
998,Rika Sulastri,5,2022-09-27 19:56:25,Sangat baik,1,sangat baik,"['sangat', 'baik']",[]
999,SR : Suara Rakyat,5,2022-09-27 11:48:52,Top,1,top,['top'],['top']
1000,Samsung A23,5,2022-09-27 11:41:31,Good,1,good,['good'],[]
1001,Lesha Ganzz,5,2022-09-27 10:02:49,apk yang sangat bagus🐦🙏,1,apk yang sangat bagus🐦🙏,"['apk', 'yang', 'sangat']","['apk', 'yang']"
1002,Aryio O77,5,2022-09-27 09:47:15,Bagus,1,bagus,['bagus'],['bagus']
1003,Carmelita Reis,5,2022-09-27 05:22:15,I like Tik tok,1,i like tik tok,"['i', 'like', 'tik', 'tok']","['tik', 'tok']"
1004,Kaivan Adelia,4,2022-09-27 05:21:21,"Tiktok obat bete ,,mkciih saya sngt terhibur",1,tiktok obat bete   mkciih saya sngt terhibur,"['tiktok', 'obat', 'bete', 'mkciih', 'saya', 'sngt', 'terhibur']","['tiktok', 'obat', 'bete', 'mkciih', 'sngt', 'terhibur']"
1005,LeonYa Neves,5,2022-09-27 02:46:42,Nice,1,nice,['nice'],['nice']
1006,Hamid Madura,4,2022-09-27 00:36:52,The best,1,the best,"['the', 'best']",[]
1007,Eni Yulia,5,2022-09-27 00:08:21,Aku suka akon ini pasal sngat menghibur bgi aku. Mkanya ku bgi bintang 5..1,1,aku suka akon ini pasal sngat menghibur bgi aku  mkanya ku bgi bintang 5  1,"['aku', 'suka', 'akon', 'ini', 'pasal', 'sngat', 'menghibur', 'bgi', 'aku', 'mkanya', 'ku', 'bgi', 'bintang', '5', '1']","['suka', 'akon', 'pasal', 'sngat', 'menghibur', 'bgi', 'mkanya', 'ku', 'bgi', 'bintang', '5', '1']"
1008,Moii,5,2022-09-26 22:48:18,Bagus,1,bagus,['bagus'],['bagus']
1009,Aidha Achyar,5,2022-09-26 16:43:17,Menghibur it's very good 👍,1,menghibur it s very good 👍,"['menghibur', 'it', 's', 'very', 'good']",['menghibur']
1010,Joao Verdial,4,2022-09-26 14:20:03,Nice,1,nice,['nice'],['nice']
1011,Fahrul Rosi,5,2022-09-26 10:39:13,Nice,1,nice,['nice'],['nice']
1012,Maria Octaviana,5,2022-09-26 09:08:49,Update filter yang lebih bagus lagi.sesuaidengan musik di tiktok.,1,update filter yang lebih bagus lagi sesuaidengan musik di tiktok ,"['update', 'filter', 'yang', 'lebih', 'bagus', 'lagi', 'sesuaidengan', 'musik', 'di', 'tiktok']","['update', 'filter', 'yang', 'bagus', 'sesuaidengan', 'musik', 'tiktok']"
1013,Abdul Haq,5,2022-09-25 13:24:41,Ok,1,ok,['ok'],[]
1014,Adi priyo Wibowo,1,2022-09-25 13:08:33,Ws didownload mlh download mning,0,ws didownload mlh download mning,"['ws', 'didownload', 'mlh', 'download', 'mning']","['ws', 'didownload', 'mlh', 'download', 'mning']"
1015,BIGG_BOSS ARABIAN_RIYHAT,1,2022-09-25 12:29:41,Sagat bagus dan luar biasa dan kita bikin hiburan dan menghilangkan setres ok,0,sagat bagus dan luar biasa dan kita bikin hiburan dan menghilangkan setres ok,"['sagat', 'bagus', 'dan', 'luar', 'biasa', 'dan', 'kita', 'bikin', 'hiburan', 'dan', 'menghilangkan', 'setres', 'ok']","['sagat', 'bagus', 'bikin', 'hiburan', 'menghilangkan', 'setres']"
1016,Pengguna Google,4,2022-09-25 10:16:07,Bagus,1,bagus,['bagus'],['bagus']
1017,Cinta Nafil cinta,1,2022-09-25 06:03:40,baik,0,baik,['baik'],[]
1018,Joaquin Santos,5,2022-09-25 02:59:21,Bagus sekali app nia,1,bagus sekali app nia,"['bagus', 'sekali', 'app', 'nia']","['bagus', 'app', 'nia']"
1019,Thania Putri T,3,2022-09-25 02:31:32,Kita coba dulu klau bgs kita kasih bintang 5,0,kita coba dulu klau bgs kita kasih bintang 5,"['kita', 'coba', 'dulu', 'klau', 'bgs', 'kita', 'kasih', 'bintang', '5']","['coba', 'klau', 'bgs', 'kasih', 'bintang', '5']"
1020,edo tilman,5,2022-09-25 00:51:44,Good,1,good,['good'],[]
1021,Lisna Eristiani,5,2022-09-24 15:01:32,Sangat menghibur,1,sangat menghibur,"['sangat', 'menghibur']",['menghibur']
1022,You See,5,2022-09-24 11:16:09,Sangat menghibur,1,sangat menghibur,"['sangat', 'menghibur']",['menghibur']
1023,Farhan Saifuddin.,4,2022-09-24 11:06:30,Mdsaifuddin Saif,1,mdsaifuddin saif,"['mdsaifuddin', 'saif']","['mdsaifuddin', 'saif']"
1024,Jose M. Salvador,4,2022-09-24 10:09:52,Bagus....,1,bagus    ,['bagus'],['bagus']
1025,Costancio Araujo,5,2022-09-24 09:10:00,Nice salm dari Timor Leste,1,nice salm dari timor leste,"['nice', 'salm', 'dari', 'timor', 'leste']","['nice', 'salm', 'timor', 'leste']"
1026,Praya Praya,2,2022-09-24 03:56:06,Hebat,0,hebat,['hebat'],['hebat']
1027,Erni Erni,5,2022-09-23 20:28:05,Tiktok tolong aq mau fyp'' trs dn bxk folower komen like share . Qu ingn smua orng trtarik trus dngn vt'' qu,1,tiktok tolong aq mau fyp   trs dn bxk folower komen like share   qu ingn smua orng t arik trus dngn vt   qu,"['tiktok', 'tolong', 'aq', 'mau', 'fyp', 'trs', 'dn', 'bxk', 'folower', 'komen', 'like', 'share', 'qu', 'ingn', 'smua', 'orng', 't', 'arik', 'trus', 'dngn', 'vt', 'qu']","['tiktok', 'tolong', 'aq', 'fyp', 'trs', 'dn', 'bxk', 'folower', 'komen', 'share', 'ingn', 'smua', 'orng', 'arik', 'trus', 'dngn', 'vt']"
1028,Fhf Fhf,5,2022-09-23 14:56:44,Nich app,1,nich app,"['nich', 'app']","['nich', 'app']"
1029,Che Saptian,5,2022-09-23 13:43:37,😍🤩,1,😍🤩,[],[]
1030,Novita Nuriyani,2,2022-09-23 06:54:32,Lama lama banget sih,0,lama lama banget sih,"['lama', 'lama', 'banget', 'sih']","['banget', 'sih']"
1031,ABDUL MUN'IM,5,2022-09-23 04:48:42,Ok lah,1,ok lah,"['ok', 'lah']",[]
1032,YUNUS ENAB,5,2022-09-23 03:11:48,𝔹𝕒𝕚𝕜,1,𝔹𝕒𝕚𝕜,['𝔹𝕒𝕚𝕜'],['𝔹𝕒𝕚𝕜']
1033,Putra Baduy,4,2022-09-23 02:27:29,Lumayan,1,lumayan,['lumayan'],['lumayan']
1034,Rouaia Belhadded,5,2022-09-23 01:42:38,زمنننحومجظزد,1,زمنننحومجظزد,['زمنننحومجظزد'],['زمنننحومجظزد']
1035,FirdAn Yusuf,5,2022-09-23 01:18:11,Bagusssssssssss,1,bagusssssssssss,['bagusssssssssss'],['bagusssssssssss']
1036,nuryanti 36,5,2022-09-22 21:22:42,👍,1,👍,[],[]
1037,Marsya Nisfuarini,5,2022-09-22 18:54:35,Seru krn dpt bnyak tmn dn mrs sngt trhbur,1,seru krn dpt bnyak tmn dn mrs sngt trhbur,"['seru', 'krn', 'dpt', 'bnyak', 'tmn', 'dn', 'mrs', 'sngt', 'trhbur']","['seru', 'krn', 'dpt', 'bnyak', 'tmn', 'dn', 'mrs', 'sngt', 'trhbur']"
1038,Anto wijaya Anto wijaya,5,2022-09-22 11:42:53,Is ok,1,is ok,"['is', 'ok']",[]
1039,YT• ALFA,5,2022-09-22 09:59:51,"Apk sangat bagus dan bisa menjadikan kita semakin pandai dalam membuat fidio, mengedit fidio DLL.",1,apk sangat bagus dan bisa menjadikan kita semakin pandai dalam membuat fidio  mengedit fidio dll ,"['apk', 'sangat', 'bagus', 'dan', 'bisa', 'menjadikan', 'kita', 'semakin', 'pandai', 'dalam', 'membuat', 'fidio', 'mengedit', 'fidio', 'dll']","['apk', 'bagus', 'menjadikan', 'pandai', 'fidio', 'mengedit', 'fidio', 'dll']"
1040,Rivan Oyes,5,2022-09-22 08:16:24,Keeeeerrrrrren,1,keeeeerrrrrren,['keeeeerrrrrren'],['keeeeerrrrrren']
1041,naldo moniz,4,2022-09-22 07:28:43,Aplikasi ini bagos apdet sekaran,1,aplikasi ini bagos apdet sekaran,"['aplikasi', 'ini', 'bagos', 'apdet', 'sekaran']","['aplikasi', 'bagos', 'apdet', 'sekaran']"
1042,Mohuti Timi,5,2022-09-22 04:51:45,Saya sangat senang dengan aplikasi Tik tok ini.,1,saya sangat senang dengan aplikasi tik tok ini ,"['saya', 'sangat', 'senang', 'dengan', 'aplikasi', 'tik', 'tok', 'ini']","['senang', 'aplikasi', 'tik', 'tok']"
1043,Juveniel Pereira,5,2022-09-22 04:05:33,Download lama amat,1,download lama amat,"['download', 'lama', 'amat']",['download']
1044,Ugur Yagci,3,2022-09-21 16:42:15,Lumayan membantu untuk menghibur diri,0,lumayan membantu untuk menghibur diri,"['lumayan', 'membantu', 'untuk', 'menghibur', 'diri']","['lumayan', 'membantu', 'menghibur']"
1045,Jihan Arab,1,2022-09-21 10:22:39,Bagus,0,bagus,['bagus'],['bagus']
1046,Mdsakib Mdsakib,5,2022-09-21 09:45:23,Nice,1,nice,['nice'],['nice']
1047,Feliciano Das Dores,5,2022-09-21 05:09:16,🦋🦋,1,🦋🦋,['🦋🦋'],['🦋🦋']
1048,Dewaayu,5,2022-09-21 00:34:47,gimna cara dowload nya? kok gabisa di dowload,1,gimna cara dowload nya  kok gabisa di dowload,"['gimna', 'cara', 'dowload', 'nya', 'kok', 'gabisa', 'di', 'dowload']","['gimna', 'dowload', 'nya', 'gabisa', 'dowload']"
1049,Farhan Haura,5,2022-09-20 19:21:01,Good,1,good,['good'],[]
1050,Joaninha Ximenes20,5,2022-09-20 15:12:13,sangat memuaskan dan membantu,1,sangat memuaskan dan membantu,"['sangat', 'memuaskan', 'dan', 'membantu']","['memuaskan', 'membantu']"
1051,felix lucas,5,2022-09-20 11:48:39,Terbaik,1,terbaik,['terbaik'],['terbaik']
1052,Amani Kurniawan,5,2022-09-20 07:12:56,Sngtt suka terimksih sngt mnghibur,1,sngtt suka terimksih sngt mnghibur,"['sngtt', 'suka', 'terimksih', 'sngt', 'mnghibur']","['sngtt', 'suka', 'terimksih', 'sngt', 'mnghibur']"
1053,Seran Adino,5,2022-09-20 06:28:03,Bagus,1,bagus,['bagus'],['bagus']
1054,Pecinta Animasi,5,2022-09-19 18:57:14,Good,1,good,['good'],[]
1055,Agustinho Martins Aca,5,2022-09-19 11:30:03,Good,1,good,['good'],[]
1056,Mustamin,3,2022-09-19 10:58:26,Pembatasan berbasis keadilan bukan keadilan dalam kepentingan politik..,0,pembatasan berbasis keadilan bukan keadilan dalam kepentingan politik  ,"['pembatasan', 'berbasis', 'keadilan', 'bukan', 'keadilan', 'dalam', 'kepentingan', 'politik']","['pembatasan', 'berbasis', 'keadilan', 'keadilan', 'kepentingan', 'politik']"
1057,Ertina Tarigan margana,5,2022-09-19 10:31:42,Good,1,good,['good'],[]
1058,putrie Fransiska,5,2022-09-19 09:46:30,👍👍👍👍,1,👍👍👍👍,[],[]
1059,Ajo Araujo,5,2022-09-19 05:52:25,👌👌👌👌👌👌👌👌👌👌👌👍,1,👌👌👌👌👌👌👌👌👌👌👌👍,[],[]
1060,João Piedade Da Cruz,5,2022-09-19 04:57:46,Good,1,good,['good'],[]
1061,Mawar Putih,5,2022-09-19 00:57:51,Bagus top,1,bagus top,"['bagus', 'top']","['bagus', 'top']"
1062,Rubby Seikha alimuhamad,5,2022-09-18 19:04:58,Good nice,1,good nice,"['good', 'nice']",['nice']
1063,JOSE CLAUDIO,5,2022-09-18 15:40:32,🔥,1,🔥,['🔥'],['🔥']
1064,jamjam Nurjaman,5,2022-09-18 12:51:06,Sering terjeda,1,sering terjeda,"['sering', 'terjeda']",['terjeda']
1065,Sofiayy Sofiayy,5,2022-09-18 09:10:28,😍,1,😍,[],[]
1066,Shahida A,5,2022-09-18 06:02:38,Ini bagus,1,ini bagus,"['ini', 'bagus']",['bagus']
1067,Jose Pinto,5,2022-09-18 01:08:44,Aku sudah kasih video juga gak mau like,1,aku sudah kasih video juga gak mau like,"['aku', 'sudah', 'kasih', 'video', 'juga', 'gak', 'mau', 'like']","['kasih', 'video', 'gak']"
1068,Suah Dana,5,2022-09-17 18:46:36,Pokoknya the best banget,1,pokoknya the best banget,"['pokoknya', 'the', 'best', 'banget']","['pokoknya', 'banget']"
1069,Aymen MASTFA,4,2022-09-17 18:17:07,جيد,1,جيد,['جيد'],['جيد']
1070,Satria Alkasra,4,2022-09-17 17:06:46,download tannya bisa dipercepat nggak ya,1,download tannya bisa dipercepat nggak ya,"['download', 'tannya', 'bisa', 'dipercepat', 'nggak', 'ya']","['download', 'tannya', 'dipercepat', 'nggak']"
1071,Soni Irwan,5,2022-09-17 12:56:22,Sangat bagus,1,sangat bagus,"['sangat', 'bagus']",['bagus']
1072,Manuel Mados,5,2022-09-17 12:39:24,Pasti ini seru bangat,1,pasti ini seru bangat,"['pasti', 'ini', 'seru', 'bangat']","['seru', 'bangat']"
1073,bandi vito,5,2022-09-17 11:19:39,Ok,1,ok,['ok'],[]
1074,Om Zack,1,2022-09-17 11:15:25,Kok akun aku di blokir,0,kok akun aku di blokir,"['kok', 'akun', 'aku', 'di', 'blokir']","['akun', 'blokir']"
1075,Muminah22 Muminah2,3,2022-09-17 05:23:37,Aku suka tik tok,0,aku suka tik tok,"['aku', 'suka', 'tik', 'tok']","['suka', 'tik', 'tok']"
1076,Wawan Setiawan,5,2022-09-17 04:58:14,Lumayan lah aplikasi buat keluarga,1,lumayan lah aplikasi buat keluarga,"['lumayan', 'lah', 'aplikasi', 'buat', 'keluarga']","['lumayan', 'aplikasi', 'keluarga']"
1077,Dida Brigut47,5,2022-09-17 03:03:55,Mantp,1,mantp,['mantp'],['mantp']
1078,Angelica Pinto,3,2022-09-17 01:24:28,Aku selalu suka tik tok,0,aku selalu suka tik tok,"['aku', 'selalu', 'suka', 'tik', 'tok']","['suka', 'tik', 'tok']"
1079,Elae Freitas,5,2022-09-16 16:05:47,Bagus banget,1,bagus banget,"['bagus', 'banget']","['bagus', 'banget']"
1080,A. Budi Santoso,5,2022-09-16 12:40:41,Siip,1,siip,['siip'],['siip']
1081,Bento Ratzinger,5,2022-09-16 10:38:49,Aplikasi Sangat Menhibur🔥,1,aplikasi sangat menhibur🔥,"['aplikasi', 'sangat', 'menhibur🔥']","['aplikasi', 'menhibur🔥']"
1082,Aries Dakhi,5,2022-09-16 06:37:12,Cas cis cus,1,cas cis cus,"['cas', 'cis', 'cus']","['cas', 'cis', 'cus']"
1083,Martinah martinah,5,2022-09-16 03:41:44,Haii tiktok mhon diperbaiki ya setiap upload pasti suara dihapus knp sih udh berulang kli loh...,1,haii tiktok mhon diperbaiki ya setiap upload pasti suara dihapus knp sih udh berulang kli loh   ,"['haii', 'tiktok', 'mhon', 'diperbaiki', 'ya', 'setiap', 'upload', 'pasti', 'suara', 'dihapus', 'knp', 'sih', 'udh', 'berulang', 'kli', 'loh']","['haii', 'tiktok', 'mhon', 'diperbaiki', 'upload', 'suara', 'dihapus', 'knp', 'sih', 'udh', 'berulang', 'kli', 'loh']"
1084,Ulan Sari,5,2022-09-15 19:43:06,Saya udah beri nilai,1,saya udah beri nilai,"['saya', 'udah', 'beri', 'nilai']","['udah', 'nilai']"
1085,belina dj,4,2022-09-15 13:59:52,Dwload lama,1,dwload lama,"['dwload', 'lama']",['dwload']
1086,Fitri Ferona,5,2022-09-15 12:56:29,Sangat menghibur,1,sangat menghibur,"['sangat', 'menghibur']",['menghibur']
1087,Carlos Filipe,5,2022-09-15 11:19:32,Bagus bangat,1,bagus bangat,"['bagus', 'bangat']","['bagus', 'bangat']"
1088,Go Seiba,5,2022-09-15 09:26:58,Okeeeeeeeee,1,okeeeeeeeee,['okeeeeeeeee'],['okeeeeeeeee']
1089,Netisia suni Neti,5,2022-09-15 07:01:15,Plis bisa menjadi 🙏♥️,1,plis bisa menjadi 🙏♥️,"['plis', 'bisa', 'menjadi']",['plis']
1090,Cirilo pereira Gusmao,5,2022-09-15 06:29:49,Good,1,good,['good'],[]
1091,Ginaregina Boikletes Boikletesregina,1,2022-09-15 05:30:11,Install,0,install,['install'],['install']
1092,Sukran Husada,1,2022-09-15 04:43:28,Tiktok tolong berikan jawaban feedback saya tentang mengganti nomer telepon yg sudah kama tidak aktif,0,tiktok tolong berikan jawaban feedback saya tentang mengganti nomer telepon yg sudah kama tidak aktif,"['tiktok', 'tolong', 'berikan', 'jawaban', 'feedback', 'saya', 'tentang', 'mengganti', 'nomer', 'telepon', 'yg', 'sudah', 'kama', 'tidak', 'aktif']","['tiktok', 'tolong', 'feedback', 'mengganti', 'nomer', 'telepon', 'yg', 'kama', 'aktif']"
1093,Ikrom21 Oke,5,2022-09-15 04:42:48,Sangat bagus,1,sangat bagus,"['sangat', 'bagus']",['bagus']
1094,Lucia Calado1199,5,2022-09-15 00:43:22,Aku selalu Suka Pada Tiktok,1,aku selalu suka pada tiktok,"['aku', 'selalu', 'suka', 'pada', 'tiktok']","['suka', 'tiktok']"
1095,Sarah Ahmad,5,2022-09-15 00:35:35,Bagus baget,1,bagus baget,"['bagus', 'baget']","['bagus', 'baget']"
1096,Gea Prima,4,2022-09-14 23:25:12,"Tik tok tolong update buat filter urut , apabila music di klik , jadi kami bisa melihat mana video dari music tersebut yang baru",1,tik tok tolong update buat filter urut   apabila music di klik   jadi kami bisa melihat mana video dari music tersebut yang baru,"['tik', 'tok', 'tolong', 'update', 'buat', 'filter', 'urut', 'apabila', 'music', 'di', 'klik', 'jadi', 'kami', 'bisa', 'melihat', 'mana', 'video', 'dari', 'music', 'tersebut', 'yang', 'baru']","['tik', 'tok', 'tolong', 'update', 'filter', 'urut', 'music', 'klik', 'video', 'music', 'yang']"
1097,Syaifuddin Hasan,5,2022-09-14 22:24:39,Buat ngilang stres,1,buat ngilang stres,"['buat', 'ngilang', 'stres']","['ngilang', 'stres']"
1098,Antra Mohd,5,2022-09-14 19:13:24,"Memang TikTok itu obat penenang hati,,karena bisa menghibur hati yg sedang pusing/ada masalah,, siipp mantap pokoknya..",1,memang tiktok itu obat penenang hati  karena bisa menghibur hati yg sedang pusing ada masalah   siipp mantap pokoknya  ,"['memang', 'tiktok', 'itu', 'obat', 'penenang', 'hati', 'karena', 'bisa', 'menghibur', 'hati', 'yg', 'sedang', 'pusing', 'ada', 'masalah', 'siipp', 'mantap', 'pokoknya']","['tiktok', 'obat', 'penenang', 'hati', 'menghibur', 'hati', 'yg', 'pusing', 'siipp', 'mantap', 'pokoknya']"
1099,Karmilah Dahlan,5,2022-09-14 17:33:15,Tiktok memng membantu tuk pengatahuan dalam segala bidang..,1,tiktok memng membantu tuk pengatahuan dalam segala bidang  ,"['tiktok', 'memng', 'membantu', 'tuk', 'pengatahuan', 'dalam', 'segala', 'bidang']","['tiktok', 'memng', 'membantu', 'tuk', 'pengatahuan', 'bidang']"
1100,Malindra Al Raudah,4,2022-09-14 16:28:26,Very good,1,very good,"['very', 'good']",[]
1101,Rani Family,2,2022-09-14 12:13:45,"Aku kasih 2 dulu yaa, kalau Tik tok nya bisa bermanfaat untuk saya, saya kasih 5 bintang",0,aku kasih 2 dulu yaa  kalau tik tok nya bisa bermanfaat untuk saya  saya kasih 5 bintang,"['aku', 'kasih', '2', 'dulu', 'yaa', 'kalau', 'tik', 'tok', 'nya', 'bisa', 'bermanfaat', 'untuk', 'saya', 'saya', 'kasih', '5', 'bintang']","['kasih', '2', 'yaa', 'tik', 'tok', 'nya', 'bermanfaat', 'kasih', '5', 'bintang']"
1102,Maya Sofa,5,2022-09-14 01:06:21,Asyik bngt smoga sukses selalu tiktok,1,asyik bngt smoga sukses selalu tiktok,"['asyik', 'bngt', 'smoga', 'sukses', 'selalu', 'tiktok']","['asyik', 'bngt', 'smoga', 'sukses', 'tiktok']"
1103,Alisha Alisha,3,2022-09-13 18:04:08,Ter hibur Suka😀😀,0,ter hibur suka😀😀,"['ter', 'hibur']",['hibur']
1104,fitriyah hussain,5,2022-09-13 16:11:27,Sy sangat menyukai aplikasi TikTok ini,1,sy sangat menyukai aplikasi tiktok ini,"['sy', 'sangat', 'menyukai', 'aplikasi', 'tiktok', 'ini']","['sy', 'menyukai', 'aplikasi', 'tiktok']"
1105,Andy Sajah,1,2022-09-13 13:15:23,Ko g kebuka,0,ko g kebuka,"['ko', 'g', 'kebuka']","['g', 'kebuka']"
1106,Muhamad nuril Nuril,5,2022-09-13 12:58:16,Mantap,1,mantap,['mantap'],['mantap']
1107,Laura Maticia fernandes da crus,5,2022-09-13 12:28:21,Bagus,1,bagus,['bagus'],['bagus']
1108,Kang Rosyidbrebes,5,2022-09-13 11:56:12,lumayan lah buat hiburan,1,lumayan lah buat hiburan,"['lumayan', 'lah', 'buat', 'hiburan']","['lumayan', 'hiburan']"
1109,Tarmidi Tarmidi,5,2022-09-13 02:34:15,Good aplicacion 👍,1,good aplicacion 👍,"['good', 'aplicacion']",['aplicacion']
1110,Putri Warawarin,3,2022-09-13 00:19:54,Bagus,0,bagus,['bagus'],['bagus']
1111,Babar Nadeem,1,2022-09-12 20:07:39,Fizan Malik 295,0,fizan malik 295,"['fizan', 'malik', '295']","['fizan', 'malik', '295']"
1112,6ix 9ine,1,2022-09-12 19:23:57,why is there no live mobile game feature...even though my followers have reached 2k..I've reported this problem but the response is very bad and slow response,0,why is there no live mobile game feature   even though my followers have reached 2k  i ve repo ed this problem but the response is very bad and slow response,"['why', 'is', 'there', 'no', 'live', 'mobile', 'game', 'feature', 'even', 'though', 'my', 'followers', 'have', 'reached', '2k', 'i', 've', 'repo', 'ed', 'this', 'problem', 'but', 'the', 'response', 'is', 'very', 'bad', 'and', 'slow', 'response']","['live', 'mobile', 'game', 'feature', 'followers', 'reached', '2k', 'repo', 'problem', 'response', 'slow', 'response']"
1113,Julfelcia Andrade,5,2022-09-12 14:44:46,Bisa bikin saya bahagia Dan kenal orang byak,1,bisa bikin saya bahagia dan kenal orang byak,"['bisa', 'bikin', 'saya', 'bahagia', 'dan', 'kenal', 'orang', 'byak']","['bikin', 'bahagia', 'kenal', 'orang', 'byak']"
1114,MuhammadMalik Rizki,5,2022-09-12 14:35:50,Madep poko namah,1,madep poko namah,"['madep', 'poko', 'namah']","['madep', 'poko', 'namah']"
1115,MD Sajjad,5,2022-09-12 13:58:10,Sakib,1,sakib,['sakib'],['sakib']
1116,Eric Soares,5,2022-09-12 11:08:57,Trima Kasih,1,trima kasih,"['trima', 'kasih']","['trima', 'kasih']"
1117,Aya Rogia,5,2022-09-12 06:33:06,Op dah,1,op dah,"['op', 'dah']",['dah']
1118,Bagus Hermawan,5,2022-09-12 06:22:11,Ini bagus banget kalian coba deh karna banyak yang pake tiktok oh ya nama tiktok ku iman bachtiar ya tapi belum ada Vidio😊🙌,1,ini bagus banget kalian coba deh karna banyak yang pake tiktok oh ya nama tiktok ku iman bachtiar ya tapi belum ada vidio😊🙌,"['ini', 'bagus', 'banget', 'kalian', 'coba', 'deh', 'karna', 'banyak', 'yang', 'pake', 'tiktok', 'oh', 'ya', 'nama', 'tiktok', 'ku', 'iman', 'bachtiar', 'ya', 'tapi', 'belum', 'ada']","['bagus', 'banget', 'coba', 'deh', 'yang', 'pake', 'tiktok', 'tiktok', 'ku', 'iman', 'bachtiar']"
1119,Niviaa Henriques,2,2022-09-12 06:15:29,Kenapa GA bisa membuka tik tok,0,kenapa ga bisa membuka tik tok,"['kenapa', 'ga', 'bisa', 'membuka', 'tik', 'tok']","['membuka', 'tik', 'tok']"
1120,Abdullah Munif77,5,2022-09-12 02:13:17,Sagat bagus sekali,1,sagat bagus sekali,"['sagat', 'bagus', 'sekali']","['sagat', 'bagus']"
1121,MF Tanamal,1,2022-09-12 01:20:22,🤸‍♀️🤸‍♀️🤸‍♀️🤸‍♀️,0,🤸‍♀️🤸‍♀️🤸‍♀️🤸‍♀️,['🤸\u200d♀️🤸\u200d♀️🤸\u200d♀️🤸\u200d♀️'],['🤸\u200d♀️🤸\u200d♀️🤸\u200d♀️🤸\u200d♀️']
1122,Rolim david belo,5,2022-09-11 23:54:35,App ini bagus karna app ini favorite saya,1,app ini bagus karna app ini favorite saya,"['app', 'ini', 'bagus', 'karna', 'app', 'ini', 'favorite', 'saya']","['app', 'bagus', 'app', 'favorite']"
1123,Mario Sacaio,4,2022-09-11 22:50:18,Very good,1,very good,"['very', 'good']",[]
1124,Faridah Idah,5,2022-09-11 18:55:53,Sangat suka,1,sangat suka,"['sangat', 'suka']",['suka']
1125,My Baby Love1234,5,2022-09-11 17:10:17,Dengan adanya aplikasi ini sangat membantu ku untuk menghibur diri biar gak stress ❤️❤️,1,dengan adanya aplikasi ini sangat membantu ku untuk menghibur diri biar gak stress ❤️❤️,"['dengan', 'adanya', 'aplikasi', 'ini', 'sangat', 'membantu', 'ku', 'untuk', 'menghibur', 'diri', 'biar', 'gak', 'stress']","['aplikasi', 'membantu', 'ku', 'menghibur', 'biar', 'gak', 'stress']"
1126,Ahmad Arya,5,2022-09-11 14:42:23,✌️,1,✌️,[],[]
1127,Trie Mulyani,5,2022-09-11 12:29:26,Good,1,good,['good'],[]
1128,Shhs Sus,5,2022-09-11 10:59:30,12232es4sds,1,12232es4sds,['12232es4sds'],['12232es4sds']
1129,Tania Martins,1,2022-09-11 05:03:50,Udah update filter tiktok.eh besok mau buat harus update lagi tolong la memperbaiki filter nya ko setiap membuat harus update lagi sih.?🥲,0,udah update filter tiktok eh besok mau buat harus update lagi tolong la memperbaiki filter nya ko setiap membuat harus update lagi sih  🥲,"['udah', 'update', 'filter', 'tiktok', 'eh', 'besok', 'mau', 'buat', 'harus', 'update', 'lagi', 'tolong', 'la', 'memperbaiki', 'filter', 'nya', 'ko', 'setiap', 'membuat', 'harus', 'update', 'lagi', 'sih', '🥲']","['udah', 'update', 'filter', 'tiktok', 'besok', 'update', 'tolong', 'memperbaiki', 'filter', 'nya', 'update', 'sih', '🥲']"
1130,Muhamad Fadlan,5,2022-09-10 14:47:23,baik,1,baik,['baik'],[]
1131,Margarida Lopes01,1,2022-09-10 12:41:01,Kenapa saya tidak bisa masuk ke Tiktok selalu muncul pembaruin si,0,kenapa saya tidak bisa masuk ke tiktok selalu muncul pembaruin si,"['kenapa', 'saya', 'tidak', 'bisa', 'masuk', 'ke', 'tiktok', 'selalu', 'muncul', 'pembaruin', 'si']","['masuk', 'tiktok', 'muncul', 'pembaruin']"
1132,maria getrudis nufa,5,2022-09-10 09:51:42,Knpa ko aplikasinya ngak bisa instalya,1,knpa ko aplikasinya ngak bisa instalya,"['knpa', 'ko', 'aplikasinya', 'ngak', 'bisa', 'instalya']","['knpa', 'aplikasinya', 'ngak', 'instalya']"
1133,Ady Djesus,5,2022-09-10 07:47:35,Bagus banget,1,bagus banget,"['bagus', 'banget']","['bagus', 'banget']"
